AllPunc,Linguistic,function,verb,BigWords,pronoun,Dic,det,Analytic,ppron,Period,auxverb,WPS,Authentic,prep,WC,Social,Cognition,Perception,allure,cogproc,article,focuspresent,Clout,ipron,i,adverb,adj,socrefs,Apostro,label,mean
60.0,100.0,80.0,40.0,20.0,20.0,100.0,60.0,3.8,20.0,20.0,20.0,5.0,63.35,0.0,5,20.0,60.0,20.0,20.0,0.0,20.0,20.0,99.0,0.0,0.0,0.0,0.0,20.0,20.0,funny,1.5311457174638488
33.33,83.33,33.33,0.0,16.67,0.0,100.0,16.67,99.0,0.0,0.0,0.0,6.0,39.59,16.67,6,16.67,0.0,16.67,0.0,0.0,16.67,0.0,40.06,0.0,0.0,0.0,50.0,0.0,0.0,funny,1.707726763717805
20.0,60.0,40.0,40.0,20.0,20.0,100.0,0.0,3.8,20.0,0.0,20.0,5.0,63.35,0.0,5,40.0,0.0,0.0,20.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,20.0,0.0,funny,1.5384615384615383
20.0,40.0,40.0,20.0,20.0,20.0,80.0,0.0,3.8,20.0,0.0,20.0,5.0,1.0,0.0,5,40.0,40.0,0.0,20.0,40.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,20.0,0.0,funny,1.5071672354948806
20.0,90.0,50.0,30.0,0.0,20.0,90.0,20.0,69.05,10.0,0.0,10.0,10.0,1.0,10.0,10,20.0,10.0,10.0,30.0,10.0,10.0,10.0,99.0,10.0,0.0,0.0,10.0,10.0,0.0,funny,1.688339222614841
27.27,72.73,63.64,27.27,18.18,18.18,81.82,18.18,45.12,18.18,18.18,18.18,5.5,99.0,9.09,11,0.0,0.0,18.18,9.09,0.0,18.18,9.09,1.0,0.0,18.18,9.09,0.0,0.0,9.09,funny,1.6326137239784118
33.33,100.0,83.33,50.0,0.0,50.0,100.0,0.0,1.0,50.0,0.0,33.33,6.0,99.0,0.0,6,16.67,33.33,0.0,16.67,33.33,0.0,16.67,1.0,0.0,33.33,16.67,0.0,16.67,16.67,funny,1.6173563928350834
44.44,88.89,66.67,22.22,0.0,33.33,88.89,11.11,66.04,11.11,11.11,11.11,9.0,10.18,22.22,9,22.22,0.0,11.11,11.11,0.0,11.11,11.11,99.0,22.22,0.0,0.0,11.11,11.11,33.33,funny,1.5557851239669422
18.18,81.82,54.55,45.45,9.09,18.18,90.91,18.18,71.44,9.09,0.0,18.18,11.0,50.45,18.18,11,0.0,0.0,9.09,9.09,0.0,9.09,18.18,5.27,9.09,9.09,0.0,9.09,0.0,9.09,funny,1.6331242873432157
40.0,100.0,40.0,20.0,0.0,20.0,100.0,0.0,3.8,20.0,40.0,0.0,2.5,1.0,0.0,5,20.0,0.0,40.0,40.0,0.0,0.0,20.0,99.0,0.0,0.0,20.0,40.0,20.0,0.0,funny,1.6448362720403022
22.22,77.78,55.56,22.22,11.11,0.0,88.89,0.0,1.0,0.0,11.11,22.22,9.0,77.17,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.06,0.0,0.0,22.22,22.22,0.0,0.0,funny,1.541557305336833
10.0,70.0,60.0,20.0,20.0,20.0,80.0,20.0,69.05,10.0,10.0,10.0,10.0,63.35,20.0,10,0.0,20.0,0.0,10.0,20.0,0.0,0.0,3.95,10.0,10.0,0.0,0.0,0.0,0.0,funny,1.5092896174863388
42.86,71.43,42.86,14.29,28.57,28.57,100.0,14.29,18.12,28.57,14.29,14.29,3.5,97.09,14.29,7,0.0,0.0,0.0,0.0,0.0,0.0,14.29,1.0,0.0,28.57,0.0,28.57,0.0,14.29,funny,1.6383342840844266
62.5,87.5,75.0,37.5,37.5,25.0,87.5,12.5,1.0,25.0,50.0,25.0,4.0,89.39,0.0,8,0.0,0.0,0.0,0.0,0.0,12.5,25.0,1.0,0.0,25.0,25.0,0.0,0.0,12.5,funny,1.6277939747327503
20.0,90.0,60.0,40.0,20.0,30.0,90.0,10.0,1.0,20.0,10.0,20.0,10.0,7.03,0.0,10,40.0,40.0,0.0,0.0,40.0,0.0,10.0,40.06,10.0,10.0,10.0,10.0,20.0,10.0,funny,1.5065963060686016
22.22,88.89,66.67,11.11,0.0,11.11,100.0,22.22,98.16,11.11,0.0,0.0,4.5,77.17,22.22,9,11.11,11.11,33.33,33.33,0.0,11.11,0.0,99.0,0.0,0.0,11.11,0.0,11.11,0.0,funny,1.5662847790507366
5.56,72.22,61.11,22.22,11.11,16.67,94.44,11.11,19.76,16.67,0.0,11.11,18.0,99.0,11.11,18,16.67,16.67,11.11,5.56,16.67,11.11,0.0,13.82,0.0,11.11,11.11,0.0,11.11,5.56,funny,1.6627155172413792
100.0,75.0,75.0,50.0,25.0,25.0,100.0,0.0,1.0,25.0,75.0,50.0,4.0,89.39,0.0,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,25.0,0.0,25.0,25.0,funny,1.5415335463258786
7.14,78.57,71.43,21.43,14.29,21.43,100.0,14.29,2.35,7.14,7.14,21.43,14.0,72.58,14.29,14,14.29,7.14,14.29,7.14,0.0,0.0,0.0,79.51,14.29,0.0,14.29,7.14,7.14,0.0,funny,1.5696101829753382
40.0,80.0,60.0,30.0,10.0,20.0,90.0,10.0,1.0,20.0,10.0,30.0,10.0,63.35,10.0,10,10.0,30.0,0.0,10.0,10.0,10.0,20.0,1.0,0.0,20.0,10.0,0.0,0.0,20.0,funny,1.5353982300884956
28.57,57.14,42.86,0.0,0.0,0.0,71.43,28.57,99.0,0.0,14.29,0.0,7.0,24.32,0.0,7,0.0,14.29,0.0,0.0,0.0,28.57,0.0,40.06,0.0,0.0,14.29,14.29,0.0,14.29,funny,1.5203915171288744
33.33,55.56,33.33,22.22,11.11,22.22,66.67,11.11,1.78,11.11,0.0,11.11,4.5,77.17,0.0,9,11.11,22.22,0.0,11.11,22.22,0.0,11.11,92.24,11.11,0.0,0.0,11.11,11.11,11.11,funny,1.513911620294599
11.11,66.67,66.67,11.11,11.11,16.67,77.78,22.22,79.79,16.67,5.56,11.11,9.0,39.59,16.67,18,11.11,11.11,11.11,0.0,11.11,11.11,11.11,92.24,0.0,5.56,0.0,0.0,11.11,0.0,funny,1.507372654155496
22.22,88.89,55.56,33.33,0.0,44.44,100.0,0.0,10.19,44.44,0.0,0.0,9.0,99.0,11.11,9,33.33,0.0,22.22,44.44,0.0,0.0,11.11,99.0,0.0,22.22,0.0,0.0,22.22,0.0,funny,1.5645833333333334
11.11,55.56,33.33,11.11,22.22,11.11,77.78,11.11,98.16,0.0,11.11,0.0,9.0,99.0,11.11,9,0.0,0.0,33.33,11.11,0.0,11.11,0.0,40.06,11.11,0.0,0.0,11.11,0.0,0.0,funny,1.582089552238806
66.67,66.67,66.67,33.33,33.33,33.33,66.67,0.0,1.0,33.33,33.33,33.33,3.0,1.0,0.0,3,33.33,0.0,0.0,0.0,0.0,0.0,33.33,99.0,0.0,0.0,33.33,0.0,33.33,33.33,funny,1.6113085621970922
16.67,66.67,33.33,16.67,0.0,16.67,83.33,0.0,89.52,16.67,16.67,0.0,6.0,39.59,16.67,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.67,0.0,16.67,0.0,0.0,funny,1.6857142857142855
54.55,72.73,36.36,27.27,54.55,18.18,81.82,9.09,1.5,18.18,9.09,9.09,11.0,5.07,0.0,11,9.09,0.0,9.09,0.0,0.0,0.0,0.0,86.82,0.0,9.09,9.09,27.27,9.09,9.09,funny,1.547945205479452
40.0,60.0,20.0,40.0,40.0,20.0,100.0,0.0,3.8,20.0,20.0,20.0,5.0,99.0,0.0,5,0.0,20.0,20.0,20.0,20.0,0.0,20.0,1.0,0.0,20.0,0.0,20.0,0.0,20.0,funny,1.6458333333333333
14.29,71.43,71.43,14.29,0.0,28.57,85.71,14.29,2.35,28.57,0.0,14.29,7.0,97.09,14.29,7,28.57,14.29,14.29,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,28.57,0.0,funny,1.61
80.0,40.0,40.0,20.0,40.0,20.0,40.0,20.0,39.7,0.0,20.0,20.0,5.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,20.0,20.0,40.06,20.0,0.0,0.0,0.0,0.0,20.0,funny,1.5172774869109948
42.86,28.57,28.57,14.29,28.57,14.29,85.71,28.57,56.86,0.0,14.29,14.29,3.5,24.32,0.0,7,0.0,0.0,14.29,0.0,0.0,14.29,14.29,40.06,14.29,0.0,0.0,0.0,0.0,14.29,funny,1.5010799136069115
20.0,40.0,40.0,0.0,0.0,20.0,80.0,0.0,89.52,20.0,20.0,0.0,5.0,99.0,20.0,5,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,funny,1.5415472779369628
20.0,60.0,40.0,20.0,20.0,20.0,100.0,20.0,3.8,0.0,20.0,20.0,5.0,63.35,0.0,5,0.0,0.0,20.0,40.0,0.0,0.0,20.0,40.06,20.0,0.0,0.0,20.0,0.0,0.0,funny,1.6388405797101449
25.0,66.67,50.0,16.67,8.33,25.0,91.67,16.67,49.68,25.0,25.0,0.0,12.0,3.81,8.33,12,33.33,16.67,8.33,8.33,16.67,8.33,8.33,99.0,0.0,8.33,0.0,0.0,33.33,0.0,funny,1.6022944550669216
14.29,71.43,57.14,14.29,14.29,14.29,85.71,28.57,99.0,14.29,14.29,0.0,7.0,1.0,14.29,7,14.29,14.29,0.0,0.0,14.29,14.29,0.0,1.0,0.0,14.29,0.0,14.29,0.0,0.0,funny,1.5426421404682271
100.0,80.0,80.0,40.0,20.0,20.0,80.0,0.0,1.0,20.0,60.0,40.0,5.0,99.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,20.0,20.0,0.0,0.0,20.0,funny,1.6592844974446337
40.0,80.0,60.0,30.0,30.0,10.0,80.0,10.0,3.8,10.0,20.0,20.0,5.0,7.03,10.0,10,10.0,20.0,10.0,10.0,20.0,10.0,30.0,40.06,0.0,0.0,20.0,10.0,10.0,20.0,funny,1.6876215165262476
27.27,63.64,54.55,9.09,18.18,9.09,63.64,27.27,97.37,0.0,0.0,9.09,11.0,50.45,9.09,11,0.0,9.09,9.09,9.09,9.09,27.27,9.09,5.27,9.09,0.0,0.0,9.09,0.0,9.09,funny,1.567260940032415
100.0,50.0,25.0,0.0,75.0,25.0,100.0,25.0,26.1,25.0,100.0,0.0,2.0,89.39,0.0,4,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0,0.0,funny,1.6983333333333333
18.18,81.82,63.64,18.18,0.0,27.27,81.82,18.18,71.44,27.27,9.09,0.0,11.0,50.45,18.18,11,18.18,0.0,0.0,0.0,0.0,9.09,0.0,5.27,0.0,18.18,0.0,0.0,9.09,0.0,funny,1.7324414715719063
28.57,71.43,28.57,14.29,0.0,14.29,100.0,14.29,89.52,14.29,14.29,0.0,7.0,24.32,0.0,7,0.0,28.57,14.29,28.57,14.29,14.29,0.0,1.0,0.0,14.29,0.0,14.29,0.0,0.0,funny,1.6444444444444444
66.67,66.67,66.67,33.33,0.0,33.33,66.67,33.33,1.0,0.0,33.33,33.33,3.0,99.0,0.0,3,0.0,33.33,0.0,0.0,33.33,0.0,33.33,1.0,33.33,0.0,0.0,0.0,0.0,33.33,funny,1.6026296566837108
8.33,58.33,50.0,16.67,8.33,0.0,91.67,16.67,99.0,0.0,8.33,8.33,12.0,39.59,16.67,12,0.0,8.33,16.67,8.33,8.33,16.67,8.33,40.06,0.0,0.0,0.0,0.0,0.0,0.0,funny,1.6093272171253823
14.29,85.71,71.43,28.57,7.14,21.43,92.86,21.43,18.12,14.29,0.0,14.29,14.0,97.09,14.29,14,0.0,35.71,7.14,14.29,21.43,7.14,14.29,1.0,7.14,14.29,14.29,0.0,0.0,7.14,funny,1.5408163265306123
20.0,80.0,70.0,30.0,10.0,20.0,80.0,30.0,39.7,10.0,10.0,20.0,10.0,1.0,10.0,10,10.0,10.0,0.0,0.0,10.0,20.0,20.0,99.0,10.0,0.0,10.0,0.0,10.0,10.0,funny,1.5917387127761768
18.18,72.73,63.64,27.27,18.18,18.18,81.82,18.18,1.0,18.18,9.09,18.18,11.0,50.45,0.0,11,18.18,18.18,0.0,0.0,18.18,9.09,0.0,5.27,0.0,9.09,9.09,0.0,9.09,0.0,funny,1.5956805625313912
12.5,87.5,75.0,25.0,12.5,12.5,100.0,25.0,89.52,12.5,12.5,25.0,8.0,1.0,12.5,8,25.0,37.5,12.5,0.0,37.5,25.0,0.0,99.0,0.0,0.0,0.0,12.5,25.0,0.0,funny,1.6032531824611032
75.0,62.5,50.0,50.0,12.5,12.5,100.0,0.0,1.0,12.5,12.5,37.5,8.0,89.39,0.0,8,25.0,37.5,0.0,12.5,37.5,0.0,37.5,1.71,0.0,0.0,0.0,0.0,12.5,50.0,funny,1.584942084942085
14.29,57.14,57.14,14.29,0.0,14.29,85.71,14.29,89.52,14.29,0.0,14.29,7.0,1.0,14.29,7,14.29,14.29,28.57,14.29,14.29,14.29,0.0,99.0,0.0,0.0,0.0,0.0,14.29,0.0,funny,1.603458213256484
13.33,93.33,66.67,26.67,0.0,26.67,100.0,20.0,39.7,13.33,6.67,13.33,15.0,19.26,20.0,15,20.0,6.67,0.0,13.33,6.67,0.0,13.33,77.41,13.33,6.67,0.0,20.0,13.33,6.67,funny,1.5904198062432724
37.5,87.5,50.0,37.5,25.0,25.0,100.0,0.0,1.0,12.5,25.0,12.5,4.0,99.0,12.5,8,12.5,25.0,0.0,12.5,12.5,0.0,12.5,1.71,12.5,12.5,12.5,12.5,0.0,12.5,funny,1.59254327563249
62.5,50.0,37.5,12.5,25.0,0.0,75.0,12.5,62.1,0.0,37.5,12.5,8.0,15.38,0.0,8,12.5,12.5,12.5,12.5,12.5,12.5,12.5,1.71,0.0,0.0,0.0,12.5,12.5,12.5,funny,1.5248138957816375
0.0,80.0,40.0,20.0,0.0,20.0,80.0,0.0,89.52,20.0,0.0,0.0,5.0,63.35,20.0,5,20.0,20.0,0.0,20.0,20.0,0.0,0.0,99.0,0.0,0.0,0.0,20.0,20.0,0.0,funny,1.669350780070458
37.5,50.0,50.0,12.5,12.5,12.5,75.0,12.5,5.64,12.5,12.5,12.5,8.0,99.0,12.5,8,25.0,25.0,25.0,0.0,25.0,0.0,12.5,1.0,0.0,12.5,12.5,0.0,0.0,12.5,funny,1.5901044030867
27.27,81.82,63.64,45.45,18.18,36.36,90.91,9.09,1.0,36.36,18.18,18.18,5.5,99.0,9.09,11,36.36,0.0,27.27,18.18,0.0,0.0,0.0,99.0,0.0,0.0,9.09,0.0,36.36,9.09,funny,1.6598984771573604
20.0,60.0,60.0,20.0,40.0,20.0,80.0,0.0,1.0,0.0,20.0,20.0,5.0,1.0,0.0,5,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.06,20.0,0.0,20.0,0.0,0.0,0.0,funny,1.5237388724035608
66.67,83.33,50.0,33.33,0.0,16.67,83.33,16.67,1.0,16.67,33.33,16.67,3.0,99.0,0.0,6,16.67,33.33,0.0,16.67,0.0,0.0,0.0,1.0,0.0,16.67,16.67,16.67,0.0,16.67,funny,1.56957928802589
66.67,50.0,50.0,33.33,33.33,16.67,50.0,16.67,10.19,16.67,33.33,33.33,3.0,39.59,0.0,6,0.0,0.0,0.0,0.0,0.0,16.67,0.0,1.0,0.0,16.67,0.0,0.0,0.0,33.33,funny,1.5788079470198677
14.29,71.43,57.14,14.29,42.86,14.29,85.71,28.57,99.0,14.29,14.29,0.0,7.0,1.0,14.29,7,14.29,14.29,0.0,0.0,14.29,14.29,0.0,99.0,0.0,0.0,0.0,0.0,14.29,0.0,funny,1.5825283494330111
44.44,66.67,55.56,22.22,11.11,22.22,88.89,0.0,33.38,11.11,11.11,11.11,9.0,77.17,22.22,9,22.22,11.11,22.22,22.22,11.11,0.0,11.11,99.0,11.11,0.0,11.11,0.0,22.22,11.11,funny,1.5328778821520068
40.0,80.0,70.0,20.0,10.0,20.0,80.0,10.0,3.8,20.0,10.0,20.0,10.0,98.38,10.0,10,20.0,10.0,10.0,0.0,10.0,10.0,20.0,40.06,0.0,10.0,10.0,10.0,10.0,10.0,funny,1.5098970704671415
11.11,66.67,66.67,11.11,11.11,11.11,77.78,22.22,66.04,0.0,11.11,11.11,9.0,1.0,22.22,9,11.11,11.11,0.0,0.0,11.11,0.0,11.11,92.24,11.11,0.0,11.11,0.0,11.11,0.0,funny,1.5575279421433268
23.08,92.31,69.23,38.46,7.69,23.08,100.0,0.0,14.06,23.08,15.38,15.38,6.5,30.98,23.08,13,7.69,15.38,7.69,15.38,15.38,0.0,15.38,7.93,0.0,15.38,7.69,0.0,7.69,7.69,funny,1.5196548418024929
22.22,77.78,66.67,44.44,11.11,44.44,100.0,0.0,1.0,33.33,11.11,22.22,9.0,99.0,11.11,9,0.0,0.0,11.11,0.0,0.0,0.0,11.11,1.0,11.11,33.33,0.0,0.0,0.0,11.11,funny,1.5864925135393435
37.5,62.5,62.5,25.0,12.5,25.0,75.0,0.0,1.0,0.0,12.5,25.0,8.0,89.39,0.0,8,0.0,12.5,12.5,0.0,12.5,0.0,25.0,1.0,25.0,0.0,12.5,12.5,0.0,12.5,funny,1.532669983416252
25.0,75.0,50.0,12.5,12.5,12.5,100.0,12.5,62.1,12.5,12.5,12.5,8.0,99.0,12.5,8,12.5,12.5,25.0,12.5,12.5,12.5,0.0,40.06,0.0,0.0,0.0,12.5,12.5,12.5,funny,1.5294117647058822
11.11,77.78,55.56,0.0,33.33,11.11,88.89,22.22,98.16,0.0,11.11,0.0,9.0,10.18,11.11,9,0.0,11.11,0.0,0.0,11.11,22.22,0.0,2.75,11.11,0.0,11.11,0.0,0.0,0.0,funny,1.5947098976109215
50.0,25.0,25.0,0.0,0.0,0.0,75.0,25.0,89.52,0.0,50.0,0.0,2.0,89.39,0.0,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,40.06,0.0,0.0,0.0,25.0,0.0,0.0,funny,1.534804753820034
57.14,71.43,71.43,14.29,28.57,28.57,85.71,42.86,1.0,14.29,42.86,14.29,7.0,1.0,0.0,7,14.29,28.57,14.29,0.0,28.57,14.29,0.0,40.06,14.29,0.0,0.0,14.29,14.29,14.29,funny,1.5263975155279503
0.0,66.67,44.44,11.11,11.11,22.22,77.78,33.33,33.38,0.0,0.0,11.11,9.0,77.17,0.0,9,0.0,11.11,11.11,0.0,11.11,11.11,22.22,40.06,22.22,0.0,0.0,22.22,0.0,0.0,funny,1.5580608793686583
12.5,62.5,50.0,12.5,12.5,37.5,62.5,25.0,26.1,25.0,0.0,0.0,8.0,15.38,0.0,8,25.0,0.0,0.0,0.0,0.0,12.5,0.0,94.84,12.5,12.5,0.0,0.0,12.5,0.0,funny,1.5474654377880184
7.69,84.62,61.54,23.08,7.69,23.08,92.31,23.08,74.95,15.38,7.69,0.0,13.0,81.58,15.38,13,23.08,7.69,23.08,0.0,0.0,7.69,0.0,98.04,7.69,0.0,7.69,0.0,15.38,0.0,funny,1.7333641404805915
15.38,76.92,61.54,30.77,7.69,23.08,100.0,23.08,14.06,23.08,7.69,15.38,13.0,98.89,7.69,13,15.38,0.0,7.69,7.69,0.0,7.69,0.0,1.0,0.0,23.08,7.69,0.0,7.69,7.69,funny,1.518450184501845
40.0,60.0,60.0,20.0,40.0,20.0,100.0,0.0,3.8,20.0,20.0,20.0,5.0,99.0,20.0,5,0.0,0.0,40.0,0.0,0.0,0.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,20.0,funny,1.603597601598934
30.77,61.54,53.85,23.08,15.38,15.38,76.92,7.69,74.95,7.69,7.69,15.38,6.5,99.0,23.08,13,0.0,15.38,7.69,7.69,15.38,7.69,15.38,7.93,7.69,7.69,7.69,0.0,0.0,15.38,funny,1.6512488436632748
18.18,45.45,45.45,9.09,0.0,27.27,81.82,18.18,1.5,27.27,0.0,9.09,11.0,50.45,0.0,11,27.27,36.36,0.0,9.09,36.36,0.0,0.0,99.0,0.0,0.0,0.0,0.0,27.27,0.0,funny,1.5423728813559323
28.57,85.71,71.43,28.57,14.29,14.29,100.0,0.0,1.0,14.29,14.29,14.29,7.0,97.09,0.0,7,28.57,0.0,14.29,14.29,0.0,0.0,14.29,99.0,0.0,0.0,42.86,0.0,14.29,14.29,funny,1.5029585798816567
18.18,63.64,54.55,18.18,0.0,18.18,100.0,27.27,45.12,9.09,9.09,18.18,11.0,50.45,9.09,11,9.09,0.0,18.18,9.09,0.0,9.09,0.0,99.0,9.09,0.0,0.0,9.09,9.09,9.09,funny,1.5006226650062269
37.5,87.5,75.0,25.0,12.5,25.0,87.5,12.5,5.64,12.5,12.5,25.0,8.0,1.0,25.0,8,12.5,12.5,0.0,25.0,12.5,0.0,0.0,1.0,12.5,12.5,0.0,12.5,0.0,12.5,funny,1.5092592592592593
66.67,83.33,66.67,33.33,0.0,16.67,100.0,16.67,10.19,0.0,0.0,16.67,6.0,39.59,16.67,6,0.0,16.67,0.0,0.0,16.67,0.0,0.0,40.06,16.67,0.0,16.67,16.67,0.0,66.67,funny,1.5141129032258065
33.33,33.33,33.33,0.0,33.33,0.0,66.67,0.0,99.0,0.0,0.0,0.0,3.0,1.0,33.33,3,33.33,0.0,0.0,0.0,0.0,0.0,0.0,40.06,0.0,0.0,0.0,0.0,0.0,0.0,funny,1.5283993115318415
25.0,62.5,62.5,25.0,37.5,12.5,87.5,0.0,1.0,12.5,12.5,25.0,8.0,89.39,12.5,8,25.0,12.5,12.5,25.0,12.5,0.0,0.0,99.0,0.0,0.0,25.0,12.5,25.0,12.5,funny,1.54421768707483
30.0,70.0,60.0,30.0,20.0,20.0,80.0,10.0,1.0,10.0,10.0,20.0,10.0,1.0,10.0,10,10.0,10.0,10.0,10.0,10.0,0.0,20.0,89.5,10.0,0.0,10.0,0.0,10.0,10.0,funny,1.5032119914346895
36.36,81.82,63.64,54.55,18.18,0.0,81.82,9.09,20.83,0.0,18.18,36.36,5.5,1.0,18.18,11,0.0,18.18,0.0,0.0,18.18,9.09,36.36,1.0,0.0,0.0,0.0,0.0,0.0,18.18,funny,1.6494910941475829
25.0,62.5,37.5,25.0,0.0,12.5,100.0,0.0,89.52,12.5,0.0,0.0,8.0,1.0,25.0,8,37.5,12.5,12.5,12.5,12.5,0.0,0.0,99.0,0.0,0.0,12.5,0.0,25.0,0.0,funny,1.5098039215686274
16.67,66.67,50.0,16.67,16.67,33.33,83.33,0.0,49.68,33.33,16.67,0.0,6.0,1.0,16.67,6,33.33,16.67,0.0,33.33,16.67,0.0,0.0,99.0,0.0,0.0,0.0,0.0,33.33,0.0,funny,1.551640340218712
14.29,71.43,50.0,28.57,7.14,21.43,78.57,7.14,18.12,21.43,7.14,14.29,14.0,97.09,14.29,14,14.29,14.29,35.71,21.43,14.29,0.0,7.14,99.0,0.0,7.14,7.14,7.14,14.29,7.14,funny,1.5567567567567568
25.0,62.5,50.0,12.5,25.0,25.0,87.5,12.5,5.64,25.0,12.5,12.5,8.0,15.38,0.0,8,37.5,12.5,0.0,25.0,12.5,12.5,12.5,94.84,0.0,12.5,12.5,25.0,12.5,12.5,funny,1.6306413301662708
50.0,75.0,62.5,25.0,37.5,12.5,87.5,25.0,62.1,0.0,12.5,12.5,8.0,99.0,12.5,8,0.0,25.0,12.5,0.0,25.0,25.0,12.5,1.0,12.5,0.0,12.5,0.0,0.0,12.5,funny,1.538888888888889
25.0,81.25,68.75,25.0,6.25,25.0,93.75,25.0,13.27,18.75,6.25,12.5,16.0,99.0,12.5,16,12.5,18.75,12.5,12.5,12.5,6.25,12.5,75.49,6.25,6.25,0.0,0.0,12.5,6.25,funny,1.5328798185941044
60.0,90.0,50.0,10.0,0.0,10.0,100.0,10.0,97.77,0.0,50.0,0.0,3.33,63.35,30.0,10,10.0,0.0,30.0,40.0,0.0,0.0,0.0,40.06,10.0,0.0,10.0,10.0,0.0,0.0,funny,1.525
22.22,55.56,44.44,11.11,11.11,22.22,77.78,11.11,33.38,22.22,11.11,11.11,9.0,99.0,0.0,9,0.0,33.33,11.11,11.11,22.22,11.11,0.0,1.0,0.0,22.22,0.0,0.0,0.0,0.0,funny,1.5290858725761771
14.29,85.71,57.14,28.57,14.29,14.29,100.0,28.57,1.0,0.0,14.29,14.29,7.0,97.09,0.0,7,0.0,28.57,14.29,14.29,14.29,0.0,14.29,1.0,14.29,0.0,14.29,0.0,0.0,0.0,funny,1.543157894736842
60.0,60.0,60.0,20.0,0.0,0.0,100.0,20.0,39.7,0.0,0.0,20.0,5.0,63.35,0.0,5,20.0,20.0,0.0,20.0,20.0,20.0,20.0,40.06,0.0,0.0,20.0,0.0,0.0,0.0,funny,1.6359003397508494
16.67,66.67,66.67,16.67,0.0,16.67,66.67,16.67,89.52,16.67,16.67,16.67,6.0,39.59,16.67,6,0.0,0.0,0.0,0.0,0.0,16.67,0.0,1.0,0.0,16.67,0.0,0.0,0.0,0.0,funny,1.6311423101467772
25.0,87.5,75.0,12.5,25.0,12.5,87.5,0.0,5.64,12.5,12.5,0.0,8.0,99.0,25.0,8,12.5,12.5,25.0,12.5,0.0,0.0,0.0,94.84,0.0,0.0,37.5,0.0,12.5,0.0,funny,1.5033185840707963
28.57,57.14,42.86,0.0,42.86,28.57,100.0,14.29,2.35,28.57,14.29,0.0,7.0,99.0,0.0,7,28.57,14.29,28.57,14.29,0.0,0.0,0.0,99.0,0.0,0.0,14.29,0.0,28.57,0.0,funny,1.5010615711252655
20.0,73.33,66.67,26.67,13.33,26.67,93.33,13.33,1.0,13.33,6.67,20.0,15.0,93.95,0.0,15,6.67,20.0,6.67,6.67,20.0,6.67,20.0,10.48,13.33,6.67,6.67,0.0,6.67,6.67,funny,1.5121794871794871
12.5,75.0,37.5,12.5,12.5,25.0,100.0,12.5,62.1,25.0,12.5,0.0,8.0,1.0,12.5,8,25.0,12.5,0.0,0.0,12.5,0.0,0.0,99.0,0.0,0.0,0.0,12.5,25.0,0.0,funny,1.5330783938814532
14.29,71.43,42.86,28.57,14.29,14.29,100.0,14.29,56.86,14.29,14.29,14.29,7.0,24.32,0.0,7,14.29,28.57,28.57,14.29,28.57,14.29,0.0,99.0,0.0,0.0,0.0,14.29,14.29,0.0,funny,1.5144138372837923
12.5,87.5,75.0,25.0,12.5,12.5,87.5,12.5,89.52,12.5,12.5,12.5,8.0,99.0,25.0,8,0.0,12.5,12.5,12.5,12.5,12.5,0.0,1.0,0.0,12.5,0.0,0.0,0.0,0.0,funny,1.5923076923076922
42.86,100.0,85.71,42.86,0.0,42.86,100.0,14.29,1.0,28.57,0.0,28.57,7.0,97.09,14.29,7,28.57,14.29,14.29,14.29,14.29,0.0,28.57,99.0,14.29,0.0,0.0,0.0,28.57,14.29,funny,1.5241423125794156
16.67,66.67,50.0,16.67,16.67,16.67,100.0,16.67,89.52,0.0,16.67,0.0,6.0,39.59,16.67,6,0.0,0.0,0.0,16.67,0.0,0.0,0.0,40.06,16.67,0.0,0.0,16.67,0.0,0.0,funny,1.5077239958805355
10.0,70.0,60.0,5.0,10.0,10.0,95.0,15.0,97.77,5.0,0.0,5.0,20.0,7.03,25.0,20,15.0,15.0,0.0,5.0,15.0,10.0,5.0,89.5,5.0,0.0,5.0,5.0,10.0,0.0,funny,1.526813880126183
11.11,77.78,66.67,22.22,22.22,22.22,88.89,0.0,1.78,22.22,11.11,11.11,9.0,99.0,11.11,9,11.11,11.11,11.11,11.11,11.11,0.0,0.0,40.06,0.0,11.11,0.0,0.0,11.11,0.0,funny,1.6687289088863893
